100683590000000000001070,null,SN01244,978313956370,-66.8,2.1604,866300
100683590000000000001070,null,SN01244,978313956434,-65.9,2.1113,866300
100683590000000000001071,null,SN01244,978313956528,-71.9,2.3568,866300
100683590000000000001070,null,SN01244,978313956528,-66.8,2.1604,866300
100683590000000000001070,null,SN01244,978313956613,-65.9,2.0131,866300
100683590000000000001071,null,SN01244,978313956634,-71.1,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313956730,-66.8,2.1604,866300
100683590000000000001071,null,SN01244,978313956730,-71.9,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313956868,-66.8,2.1604,866300
100683590000000000001071,null,SN01244,978313956868,-71.1,2.455,866300
100683590000000000001070,null,SN01244,978313956911,-65.9,2.1113,866300
100683590000000000001071,null,SN01244,978313956994,-71.9,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313957050,-65.9,2.1604,866300
100683590000000000001071,null,SN01244,978313957051,-71.9,2.455,866300
100683590000000000001070,null,SN01244,978313957198,-66.8,2.1604,866300
100683590000000000001070,null,SN01244,978313957247,-66.8,2.1113,866300
100683590000000000001070,null,SN01244,978313957314,-65.9,2.1113,866300
100683590000000000001071,null,SN01244,978313957374,-71.9,2.5532,866300
100683590000000000001070,null,SN01244,978313957473,-65.9,2.0622,866300
100683590000000000001070,null,SN01244,978313957494,-66.8,2.1113,866300
100683590000000000001070,null,SN01244,978313957821,-65.9,2.1604,866300
100683590000000000001071,null,SN01244,978313957844,-71.9,2.4059,866300
100683590000000000001070,null,SN01244,978313957976,-66.8,2.0622,866300
100683590000000000001070,null,SN01244,978313957977,-66.8,2.1604,866300
100683590000000000001071,null,SN01244,978313958120,-71.9,2.5532,866300
100683590000000000001070,null,SN01244,978313958141,-66.8,2.1113,866300
100683590000000000001070,null,SN01244,978313958200,-65.9,2.0622,866300
100683590000000000001071,null,SN01244,978313958256,-71.9,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313958331,-65.9,2.1604,866300
100683590000000000001071,null,SN01244,978313958374,-71.9,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313958374,-65.9,2.1113,866300
100683590000000000001070,null,SN01244,978313958497,-66.8,2.0622,866300
100683590000000000001070,null,SN01244,978313958649,-65.9,2.1113,866300
100683590000000000001070,null,SN01244,978313958753,-66.8,2.1604,866300
100683590000000000001070,null,SN01244,978313958823,-65.9,2.1604,866300
100683590000000000001070,null,SN01244,978313958934,-65.9,2.1113,866300
100683590000000000001070,null,SN01244,978313958986,-65.9,2.1604,866300
100683590000000000001070,null,SN01244,978313959088,-65.9,2.0131,866300
100683590000000000001071,null,SN01244,978313959178,-71.1,2.5532,866300
100683590000000000001070,null,SN01244,978313959247,-65.9,2.1113,866300
100683590000000000001071,null,SN01244,978313959460,-72.9,2.455,866300
100683590000000000001070,null,SN01244,978313959513,-65.9,2.1113,866300
100683590000000000001070,null,SN01244,978313959557,-66.8,2.1113,866300
100683590000000000001070,null,SN01244,978313959686,-65.9,2.1113,866300
100683590000000000001070,null,SN01244,978313959804,-65.9,2.1113,866300
100683590000000000001071,null,SN01244,978313959804,-71.1,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313959853,-66.8,2.1113,866300
100683590000000000001071,null,SN01244,978313959919,-71.9,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313959966,-65.9,2.1113,866300
100683590000000000001071,null,SN01244,978313959987,-70.4,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313960076,-65.9,2.1113,866300
100683590000000000001071,null,SN01244,978313960097,-71.1,2.455,866300
100683590000000000001070,null,SN01244,978313960166,-65.9,2.0622,866300
100683590000000000001071,null,SN01244,978313960167,-71.1,2.5040999999999998,866300
100683590000000000001070,null,SN01244,978313960424,-65.9,1.964,866900
100683590000000000001071,null,SN01244,978313960493,-71.1,2.3077,866900
100683590000000000001071,null,SN01244,978313960494,-71.9,2.3077,866900
100683590000000000001070,null,SN01244,978313960566,-65.9,1.9148999999999998,866900
100683590000000000001071,null,SN01244,978313960687,-71.9,2.455,866900
100683590000000000001070,null,SN01244,978313960688,-65.1,1.964,866900
100683590000000000001071,null,SN01244,978313960776,-71.1,2.4059,866900
100683590000000000001070,null,SN01244,978313960777,-66.8,2.0131,866900
100683590000000000001071,null,SN01244,978313960798,-70.4,2.3568,866900
100683590000000000001070,null,SN01244,978313960819,-65.9,1.964,866900
100683590000000000001070,null,SN01244,978313960992,-65.9,1.8658,866900
100683590000000000001070,null,SN01244,978313961054,-66.8,1.9148999999999998,866900
100683590000000000001070,null,SN01244,978313961103,-65.9,1.964,866900
100683590000000000001071,null,SN01244,978313961164,-71.9,2.2586,866900
100683590000000000001072,null,SN01244,978313961223,-78.0,2.6023,866900
100683590000000000001070,null,SN01244,978313961223,-65.9,2.0131,866900
100683590000000000001072,null,SN01244,978313961321,-78.9,2.6513999999999998,866900
100683590000000000001070,null,SN01244,978313961342,-65.9,1.9148999999999998,866900
100683590000000000001071,null,SN01244,978313961416,-71.9,2.3568,866900
100683590000000000001070,null,SN01244,978313961438,-66.8,1.964,866900
